Id,DateCreated,UserId,SendAmount,SendCurrencyId,ReceiveAmount,ReceiveCurrencyId,Narration,ExchangeRate,BaseAmount
2042238,2024-03-11,2cdf-477e-967,10,CAD,11860,NGN,Grants and Gifts,1186,10
2042241,2024-03-11,50ed-4a96-a80,600000,NGN,500,CAD,Goods and Services,0.000834028,500
2042242,2024-03-11,50ed-4a96-a80,597000,NGN,498,CAD,Goods and Services,0.000834028,498
2042244,2024-03-11,bee4-44d0-82f,160,CAD,189760,NGN,Goods and Services,1186,160
2042246,2024-03-11,1f31-4537-bcf,150,CAD,177900,NGN,Grants and Gifts,1186,150
2042250,2024-03-11,fc55-4a58-9c6,350,CAD,415100,NGN,School-Related,1186,350
2042251,2024-03-11,0465-4d89-87d,24,CAD,28002,NGN,Other Personal Services,1186,24
2042253,2024-03-11,e1db-428d-93f,16,CAD,19451,NGN,Passenger Fare,1186,16
2042254,2024-03-11,44d0-4cc2-a9c,200,CAD,237200,NGN,Maintenance and Repair Services n.i.e.,1186,200
2042255,2024-03-11,542e-465a-b45,250000,NGN,209,CAD,Goods and Services,0.000834028,209
2042256,2024-03-11,bee4-44d0-82f,320,CAD,379520,NGN,Goods and Services,1186,320
2042257,2024-03-11,d722-4dad-b9f,60,CAD,71160,NGN,Grants and Gifts,1186,60
2042259,2024-03-11,2654-4d74-82a,70,CAD,83020,NGN,School-Related,1186,70
2042261,2024-03-11,4669-4ad3-a31,240101,NGN,200,CAD,Investment Income,0.000834028,200
2042264,2024-03-11,0db6-4763-96d,79,CAD,93694,NGN,Other Personal Services,1186,79
2042267,2024-03-11,3f4b-4057-8c9,10,CAD,11860,NGN,Health-Related,1186,10
2042270,2024-03-11,881d-4b65-87c,22,CAD,26092,NGN,Grants and Gifts,1186,22
2042274,2024-03-11,b0e1-4bd2-8cf,3729000,NGN,3110,CAD,Trade-Related Services,0.000834028,3110
2042275,2024-03-11,e64c-4061-b5e,150,CAD,177900,NGN,Grants and Gifts,1186,150
2042276,2024-03-11,51b2-41d8-8dc,70,CAD,83020,NGN,Goods and Services,1186,70
2042277,2024-03-11,da9e-49f0-99e,10,CAD,11860,NGN,Health-Related,1186,10
2042278,2024-03-11,01a2-4cf7-a97,30,CAD,35580,NGN,Investment Income,1186,30
2042279,2024-03-11,63a4-4310-b53,100,CAD,118600,NGN,Health-Related,1186,100
2042280,2024-03-11,6656-4d1e-afd,10,CAD,11860,NGN,Interest,1186,10
2042283,2024-03-11,1430-4f78-b1c,81,CAD,96066,NGN,Goods and Services,1186,81
2042284,2024-03-11,5fb1-4e40-ad9,1000,CAD,1186000,NGN,Health-Related,1186,1000
2042285,2024-03-11,3914-41db-878,10,CAD,11860,NGN,Health Services,1186,10
2042287,2024-03-11,25e1-41b1-8c5,18,CAD,21348,NGN,Goods and Services,1186,18
2042289,2024-03-11,63c5-4489-abf,17,CAD,20162,NGN,Goods and Services,1186,17
2042290,2024-03-11,0fd3-41d2-a5f,100,CAD,118600,NGN,Grants and Gifts,1186,100
2042291,2024-03-11,1abe-4fe5-bc5,860401,NGN,718,CAD,School-Related,0.000834028,718
2042293,2024-03-11,b788-4d22-85a,75,CAD,88950,NGN,School-Related,1186,75
2042295,2024-03-11,3914-41db-878,43,CAD,50998,NGN,School-Related,1186,43
2042296,2024-03-11,ae86-466b-bb5,84,CAD,99624,NGN,Grants and Gifts,1186,84
2042298,2024-03-11,9f62-4415-b60,57,CAD,67602,NGN,Grants and Gifts,1186,57
2042299,2024-03-11,71c9-4690-b86,51,CAD,60486,NGN,Grants and Gifts,1186,51
2042302,2024-03-11,e797-479e-aa8,10,CAD,11860,NGN,Grants and Gifts,1186,10
2042303,2024-03-11,5eef-44d5-940,21,CAD,25001,NGN,Goods and Services,1186,21
2042304,2024-03-11,7df9-462f-80c,610,CAD,723460,NGN,Other Personal Services,1186,610
2042306,2024-03-11,25df-4d57-b43,17,CAD,20162,NGN,Other Personal Services,1186,17
2042308,2024-03-11,040e-41de-b24,42,CAD,49812,NGN,Grants and Gifts,1186,42
2042309,2024-03-11,e6b8-4ae2-b47,30,CAD,35580,NGN,Grants and Gifts,1186,30
2042310,2024-03-11,5387-4f88-8c7,100,CAD,118600,NGN,Other Personal Services,1186,100
2042315,2024-03-11,b3a0-4688-aac,153,CAD,181458,NGN,Goods and Services,1186,153
2042317,2024-03-11,9ff7-4724-8c8,43,CAD,50998,NGN,Grants and Gifts,1186,43
2042319,2024-03-11,9ff7-4724-8c8,43,CAD,50998,NGN,Grants and Gifts,1186,43
2042321,2024-03-11,df50-4bd5-81f,14,CAD,16604,NGN,Maintenance and Repair Services n.i.e.,1186,14
2042325,2024-03-11,ceda-4767-af6,115,CAD,136390,NGN,Grants and Gifts,1186,115
2042326,2024-03-11,9ff7-4724-8c8,43,CAD,50998,NGN,Grants and Gifts,1186,43
2042330,2024-03-11,fc71-4987-9e5,60,CAD,71160,NGN,Interest,1186,60
2042331,2024-03-11,307b-4461-a61,10,CAD,11860,NGN,Miscellaneous Manufactured Articles,1186,10
2042332,2024-03-11,68f0-4f94-a55,2398000,NGN,2000,CAD,Goods and Services,0.000834028,2000
2042334,2024-03-11,fc71-4987-9e5,30,CAD,35580,NGN,Investment Income,1186,30
2042336,2024-03-11,8b0a-49ee-9c8,100,CAD,118600,NGN,Grants and Gifts,1186,100
2042337,2024-03-11,9ff7-4724-8c8,43,CAD,50998,NGN,Goods and Services,1186,43
2042338,2024-03-11,e62c-4f80-b4b,48800,NGN,41,CAD,Other Personal Services,0.000834028,41
2042339,2024-03-11,d76b-4951-ba7,200,CAD,237200,NGN,Grants and Gifts,1186,200
2042340,2024-03-11,576e-42ce-8a9,169,CAD,200434,NGN,Other Personal Services,1186,169
2042342,2024-03-11,a358-4b94-8d5,698101,NGN,582,CAD,School-Related,0.000834028,582
2042344,2024-03-11,b094-4f83-b5f,400,CAD,474400,NGN,School-Related,1186,400
2042346,2024-03-11,6105-437f-bcf,600101,NGN,501,CAD,Other Personal Services,0.000834028,501
2042347,2024-03-11,0d70-42f8-9a5,30,CAD,35580,NGN,Health-Related,1186,30
2042351,2024-03-11,f7d5-48a8-a89,300,CAD,355800,NGN,School-Related,1186,300
2042353,2024-03-11,a521-4862-bae,60,CAD,71160,NGN,Other Personal Services,1186,60
2042354,2024-03-11,ffaf-4d67-827,17,CAD,20162,NGN,Grants and Gifts,1186,17
2042355,2024-03-11,af08-49bd-b30,80,CAD,94880,NGN,School-Related,1186,80
2042356,2024-03-11,20ad-4c4d-811,200,CAD,237200,NGN,Interest,1186,200
2042357,2024-03-11,6046-47c3-887,47,CAD,55742,NGN,Goods and Services,1186,47
2042358,2024-03-11,b669-4f1d-9d8,25,CAD,29650,NGN,Other Personal Services,1186,25
2042359,2024-03-11,0bef-46df-afd,1900000,NGN,1585,CAD,School-Related,0.000834028,1585
2042360,2024-03-11,95b7-481f-81d,100,CAD,118600,NGN,Wages and Salaries in Cash,1186,100
2042362,2024-03-11,8c40-4e83-bce,500,CAD,593000,NGN,Other Personal Services,1186,500
2042366,2024-03-11,d822-4df4-876,200,CAD,237200,NGN,Deposits with/from Financial Institutions Abroad,1186,200
2042368,2024-03-11,7e13-4400-89c,211,CAD,250246,NGN,Grants and Gifts,1186,211
2042371,2024-03-11,de19-4c62-8bf,150,CAD,177900,NGN,Other Personal Services,1186,150
2042372,2024-03-11,09b2-4731-abf,2200,CAD,2609200,NGN,Health-Related,1186,2200
2042373,2024-03-11,0b0f-4598-96a,200,CAD,237200,NGN,Other Personal Services,1186,200
2042375,2024-03-11,f669-4655-80c,1798000,NGN,1500,CAD,School-Related,0.000834028,1500
2042376,2024-03-11,4b2b-48b6-b72,100,CAD,118600,NGN,Other Personal Services,1186,100
2042377,2024-03-11,cc18-40e3-9d9,444188,NGN,370,CAD,School-Related,0.000834028,370
2042379,2024-03-11,483e-4298-9fa,100,CAD,118600,NGN,Goods and Services,1186,100
2042382,2024-03-11,5675-409a-b07,27,CAD,32022,NGN,Wages and Salaries in Cash,1186,27
2042389,2024-03-11,890c-4563-ba5,16,CAD,18976,NGN,Grants and Gifts,1186,16
2042391,2024-03-11,bee4-44d0-82f,580,CAD,687880,NGN,Goods and Services,1186,580
2042392,2024-03-11,4fec-45f2-9a0,120000,NGN,100,CAD,School-Related,0.000834028,100
2042393,2024-03-11,7bde-4cfa-a92,100,CAD,118600,NGN,Grants and Gifts,1186,100
2042394,2024-03-11,a13a-4d29-8a3,1000,CAD,1186000,NGN,Health-Related,1186,1000
2042395,2024-03-11,b3a5-4126-9a8,34,CAD,40324,NGN,Grants and Gifts,1186,34
2042398,2024-03-11,b0c0-4f7b-b12,10,CAD,11860,NGN,Other Personal Services,1186,10
2042400,2024-03-11,74d3-413f-b47,10,CAD,11860,NGN,Goods and Services,1186,10
2042403,2024-03-11,8ec4-4707-93c,26,CAD,30836,NGN,School-Related,1186,26
2042405,2024-03-11,8ec4-4707-93c,34,CAD,40324,NGN,Health-Related,1186,34
2042408,2024-03-11,840d-4ce8-85e,500,CAD,593000,NGN,Goods and Services by Travellers,1186,500
2042409,2024-03-11,830f-4842-a58,17,CAD,20162,NGN,Grants and Gifts,1186,17
2042411,2024-03-11,407c-4313-8f9,85,CAD,100810,NGN,Goods and Services,1186,85
2042412,2024-03-11,830b-4f50-a90,650,CAD,770900,NGN,Other Personal Services,1186,650
2042415,2024-03-11,9198-4dda-a71,100,CAD,118600,NGN,Grants and Gifts,1186,100
2042417,2024-03-11,e989-4274-92b,68,CAD,80648,NGN,School-Related,1186,68
2042419,2024-03-11,6c67-4d86-857,100,CAD,118600,NGN,Grants and Gifts,1186,100
2042423,2024-03-11,7032-4aed-a8e,10,CAD,11860,NGN,Grants and Gifts,1186,10
2042425,2024-03-11,05d4-4958-93a,444,CAD,526584,NGN,Health-Related,1186,444
2042428,2024-03-11,14f7-410d-885,400,CAD,474400,NGN,Other Personal Services,1186,400
2042430,2024-03-11,a03a-4970-888,300,CAD,355800,NGN,Goods and Services,1186,300
2042433,2024-03-11,ce2d-44cd-944,43,CAD,50998,NGN,Health-Related,1186,43
2042435,2024-03-11,bff8-4ede-b82,54000,NGN,45,CAD,Goods and Services,0.000834028,45
2042436,2024-03-11,9a01-4464-b1c,598000,NGN,499,CAD,Deposits with/from Financial Institutions Abroad,0.000834028,499
2042437,2024-03-11,9bf9-41a5-9ea,400,CAD,474400,NGN,Other Personal Services,1186,400
2042439,2024-03-11,3dbd-4a94-8ea,17,CAD,20162,NGN,Maintenance and Repair Services n.i.e.,1186,17
2042440,2024-03-11,8aea-439a-b19,30,CAD,35580,NGN,Other Personal Services,1186,30
2042441,2024-03-11,2800-4288-9c6,5000000,NGN,4170,CAD,School-Related,0.000834028,4170
2042442,2024-03-11,cbc0-4d7c-9cc,22500,NGN,19,CAD,Goods and Services,0.000834028,19
2042444,2024-03-11,ecbd-41dc-87e,65,CAD,77090,NGN,Other Personal Services,1186,65
2042445,2024-03-11,d454-4c92-a2c,200,CAD,237200,NGN,School-Related,1186,200
2042447,2024-03-11,5605-4b5f-be7,150,CAD,177900,NGN,Goods and Services,1186,150
2042451,2024-03-11,d8aa-4d03-be7,120000,NGN,100,CAD,School-Related,0.000834028,100
2042452,2024-03-11,2800-4288-9c6,5000000,NGN,4170,CAD,School-Related,0.000834028,4170
2042454,2024-03-11,58a6-4240-950,20,CAD,23720,NGN,Other Personal Services,1186,20
2042457,2024-03-11,9a73-4243-bdd,250,CAD,296500,NGN,Other Personal Services,1186,250
2042461,2024-03-11,f365-43bd-aa2,880000,NGN,734,CAD,Other Personal Services,0.000834028,734
2042462,2024-03-11,0fa2-4fd3-934,13,CAD,15418,NGN,Other Personal Services,1186,13
2042467,2024-03-11,267e-48b8-b57,30,CAD,35580,NGN,School-Related,1186,30
2042468,2024-03-11,d50c-49cf-960,300,CAD,355800,NGN,Health Services,1186,300
2042469,2024-03-11,ecbd-41dc-87e,10,CAD,11860,NGN,Other Personal Services,1186,10
2042470,2024-03-11,cfb9-4bd0-9ff,291,CAD,345126,NGN,School-Related,1186,291
2042473,2024-03-11,df3e-4c79-805,500,CAD,593000,NGN,Other Personal Services,1186,500
2042475,2024-03-11,d874-4a5a-b75,49,CAD,58114,NGN,Interest,1186,49
2042477,2024-03-11,7dba-4f92-87b,1000,CAD,1186000,NGN,Other Personal Services,1186,1000
2042478,2024-03-11,42f6-4e2a-994,85,CAD,100810,NGN,Health-Related,1186,85
2042479,2024-03-11,1e97-4ae8-b46,3000,CAD,3558000,NGN,Goods and Services,1186,3000
2042480,2024-03-11,fb1c-43a6-b99,22,CAD,26092,NGN,Passenger Fare,1186,22
2042485,2024-03-11,8cc1-4c35-b63,127,CAD,150622,NGN,Other Personal Services,1186,127
2042486,2024-03-11,6701-49ea-a00,300,CAD,355800,NGN,Grants and Gifts,1186,300
2042487,2024-03-11,8d9d-4873-948,85,CAD,100810,NGN,Other Personal Services,1186,85
2042488,2024-03-11,b7cc-4f4b-a1f,100,CAD,118600,NGN,Grants and Gifts,1186,100
2042489,2024-03-11,adcd-4750-880,70,CAD,83020,NGN,Other Personal Services,1186,70
2042491,2024-03-11,a80f-49d9-a11,1188000,NGN,991,CAD,Goods and Services,0.000834028,991
2042495,2024-03-11,cb28-40c4-b71,495000,NGN,413,CAD,Other Personal Services,0.000834028,413
2042496,2024-03-11,e844-4ddb-9ba,40000,NGN,33,CAD,Grants and Gifts,0.000834028,33
2042501,2024-03-11,d09b-44dd-8d3,3000,CAD,3558000,NGN,Other Personal Services,1186,3000
2042502,2024-03-11,ab89-4122-ae6,35,CAD,41510,NGN,Goods and Services,1186,35
2042505,2024-03-11,a0cb-4a17-82f,2000,CAD,2372000,NGN,School-Related,1186,2000
2042507,2024-03-11,6802-4557-98c,300000,NGN,250,CAD,Goods and Services,0.000834028,250
2042511,2024-03-11,0945-410a-940,200,CAD,237200,NGN,Goods and Services,1186,200
2042512,2024-03-11,1c28-494b-bcf,85,CAD,100810,NGN,Term Loans (Short-Term),1186,85
2042513,2024-03-11,12ec-4714-9f8,85,CAD,100810,NGN,Goods and Services,1186,85
2042514,2024-03-11,7eb6-48b0-a4d,78,CAD,78,CAD,Debit Account,1,78
2042517,2024-03-11,b2ca-41f5-8f1,34,CAD,40324,NGN,Health-Related,1186,34
2042520,2024-03-11,aa2f-4818-ab4,500,CAD,593000,NGN,"Machinery, Non-Customised Packaged Software and Transport Equipment",1186,500
2042522,2024-03-11,d911-405d-9ba,51,CAD,60486,NGN,Grants and Gifts,1186,51
2042523,2024-03-11,5832-44a8-b66,100,CAD,118600,NGN,Other Personal Services,1186,100
2042526,2024-03-11,e590-4244-b8d,600000,NGN,500,CAD,School-Related,0.000834028,500
2042527,2024-03-11,4f2b-4193-ad8,100,CAD,118600,NGN,Grants and Gifts,1186,100
2042528,2024-03-11,ffa9-491e-b33,1000000,NGN,834,CAD,Deposits with/from Financial Institutions Abroad,0.000834028,834
2042534,2024-03-11,2e17-4eca-97b,90,CAD,106740,NGN,Interest,1186,90
2042535,2024-03-11,74a2-4201-80b,84,CAD,99624,NGN,Goods and Services,1186,84
2042538,2024-03-11,8fbc-48e1-b46,24,CAD,28464,NGN,Goods and Services,1186,24
2042540,2024-03-11,8be5-4502-970,79,CAD,93694,NGN,Other Personal Services,1186,79
2042544,2024-03-11,c76a-4bba-8e5,500,CAD,593000,NGN,Other Personal Services,1186,500
2042546,2024-03-11,bfd1-483e-a39,120,CAD,142320,NGN,Other Personal Services,1186,120
2042548,2024-03-11,14f7-410d-885,330,CAD,391380,NGN,Other Personal Services,1186,330
2042549,2024-03-11,f53a-4a72-a23,25,CAD,29650,NGN,Other Personal Services,1186,25
2042552,2024-03-11,7a06-4c3b-9dc,120,CAD,142320,NGN,Health-Related,1186,120
2042554,2024-03-11,f0c0-410c-b35,850,CAD,1008100,NGN,Other Personal Services,1186,850
2042556,2024-03-11,9554-4798-bcb,430,CAD,509980,NGN,Grants and Gifts,1186,430
2042558,2024-03-11,3eaa-4869-be6,159271,NGN,133,CAD,Grants and Gifts,0.000834028,133
2042563,2024-03-11,d7f8-449b-930,998000,NGN,832,CAD,Health-Related,0.000834028,832
2042568,2024-03-11,4a16-46b1-8ef,15,CAD,17790,NGN,Health-Related,1186,15
2042570,2024-03-11,37b2-433a-b71,100,CAD,118600,NGN,Maintenance and Repair Services n.i.e.,1186,100
2042572,2024-03-11,b7c3-4276-b05,1000,CAD,1186000,NGN,Health Services,1186,1000
2042573,2024-03-11,f8df-47f8-a18,200,CAD,237200,NGN,Other Personal Services,1186,200
2042574,2024-03-11,a28e-4121-b28,38000,NGN,32,CAD,School-Related,0.000834028,32
2042575,2024-03-11,e5c6-48d2-98b,53,CAD,62858,NGN,Goods and Services,1186,53
2042577,2024-03-11,3e28-40ee-875,850,CAD,1008100,NGN,Grants and Gifts,1186,850
2042579,2024-03-11,a7b2-4b10-a22,53700,NGN,420,GHS,Goods and Services by Travellers,0.0078125,44
2042580,2024-03-11,61f1-4883-be7,34,CAD,40324,NGN,Worker's Remittances,1186,34
2042583,2024-03-11,83c2-4b69-9d8,40,CAD,47440,NGN,Health-Related,1186,40
2042585,2024-03-11,6451-4e99-850,220,CAD,260920,NGN,Miscellaneous Manufactured Articles,1186,220
2042586,2024-03-11,6c18-4972-bd7,640,CAD,759040,NGN,Other Personal Services,1186,640
2042591,2024-03-11,4b9e-4118-b2d,55,CAD,65230,NGN,Grants and Gifts,1186,55
2042592,2024-03-11,3deb-4ed6-adf,30,CAD,35580,NGN,Goods and Services,1186,30
2042593,2024-03-11,bfd1-483e-a39,22400,NGN,19,CAD,Other Personal Services,0.000834028,19
2042594,2024-03-11,c5ee-4c9b-8b9,85,CAD,100810,NGN,Goods and Services,1186,85
2042595,2024-03-11,9647-487a-a33,18500,NGN,15,CAD,Grants and Gifts,0.000834028,15
2042597,2024-03-11,a504-45bb-b39,100,CAD,118600,NGN,School-Related,1186,100
2042599,2024-03-11,84a1-44b1-b26,70,CAD,83020,NGN,Grants and Gifts,1186,70
2042601,2024-03-11,e8ef-42ac-8b2,35,CAD,41510,NGN,Other Personal Services,1186,35
2042602,2024-03-12,8043-425c-98e,3500000,NGN,3500000,NGN,Debit Account,1,2951
2042605,2024-03-12,9554-4798-bcb,470,CAD,557420,NGN,Grants and Gifts,1186,470
2042606,2024-03-12,b42c-462b-aa1,60,CAD,71160,NGN,Investment Income,1186,60
2042609,2024-03-12,d67f-4806-96f,18,CAD,21348,NGN,Goods and Services,1186,18
2042610,2024-03-12,a20e-43e7-bb2,26,CAD,30836,NGN,Grants and Gifts,1186,26
2042611,2024-03-12,106a-4c2a-8fb,100,CAD,118600,NGN,Goods and Services,1186,100
2042612,2024-03-12,6a3b-4617-b31,20,CAD,23720,NGN,Health-Related,1186,20
2042614,2024-03-12,9697-4615-a41,50,CAD,59300,NGN,Other Personal Services,1186,50
2042616,2024-03-12,882c-44fe-947,100,CAD,118600,NGN,Other Personal Services,1186,100
2042617,2024-03-12,1efa-4801-9b2,10,CAD,11860,NGN,Other Personal Services,1186,10
2042618,2024-03-12,bf72-4e65-99d,100,CAD,118600,NGN,Other Personal Services,1186,100
2042620,2024-03-12,e819-4b03-984,250,CAD,296500,NGN,Other Personal Services,1186,250
2042621,2024-03-12,16db-4adf-bd6,1000,CAD,1186000,NGN,Grants and Gifts,1186,1000
2042622,2024-03-12,9554-4798-bcb,50,CAD,59300,NGN,Grants and Gifts,1186,50
2042624,2024-03-12,c76c-488b-ab8,95920,NGN,80,CAD,Term Loans (Short-Term),0.000834028,80
2042626,2024-03-12,0d74-46d1-8a4,250,CAD,296500,NGN,Grants and Gifts,1186,250
2042630,2024-03-12,67e6-4aca-b70,20,CAD,23720,NGN,Grants and Gifts,1186,20
2042633,2024-03-12,63c5-4b12-890,1000000,NGN,834,CAD,School-Related,0.000834028,834
2042635,2024-03-12,a11b-40f3-b49,84,CAD,100004,NGN,Grants and Gifts,1186,84
2042638,2024-03-12,32fc-40e2-87c,40,CAD,47440,NGN,Other Personal Services,1186,40
2042639,2024-03-12,a11b-40f3-b49,85,CAD,100556,NGN,Grants and Gifts,1186,85
2042640,2024-03-12,4b81-4f26-835,4830000,NGN,4028,CAD,School-Related,0.000834028,4028
2042643,2024-03-12,8973-418a-9c3,10,CAD,11860,NGN,Other Personal Services,1186,10
2042644,2024-03-12,f2f0-4c6c-af0,55,CAD,65230,NGN,Grants and Gifts,1186,55
2042647,2024-03-12,4114-4d2b-be4,10,CAD,11860,NGN,School-Related,1186,10
2042648,2024-03-12,d674-45b3-99a,45,CAD,53370,NGN,Other Personal Services,1186,45
2042649,2024-03-12,21b5-4dc6-bb6,22,CAD,26092,NGN,Other Personal Services,1186,22
2042651,2024-03-12,be9e-4542-996,1301000,NGN,1085,CAD,Goods and Services,0.000834028,1085
2042652,2024-03-12,dc29-4f6c-b9b,43,CAD,50998,NGN,Other Personal Services,1186,43
2042653,2024-03-12,dc29-4f6c-b9b,10,CAD,11860,NGN,Grants and Gifts,1186,10
2042654,2024-03-12,6cef-4212-908,20,CAD,23720,NGN,Health-Related,1186,20
2042655,2024-03-12,d45c-4e51-99f,140,CAD,166040,NGN,Grants and Gifts,1186,140
2042656,2024-03-12,f2ca-4d86-a45,220,CAD,260920,NGN,Health-Related,1186,220
2042657,2024-03-12,ecee-40c1-999,85,CAD,100810,NGN,Grants and Gifts,1186,85
2042658,2024-03-12,bb3d-4313-910,25,CAD,229,GHS,Health-Related,9.16,24
2042660,2024-03-12,391f-4acb-b5b,150,CAD,177900,NGN,School-Related,1186,150
2042663,2024-03-12,dc29-43f8-84f,150,CAD,177900,NGN,Other Personal Services,1186,150
2042664,2024-03-12,cbff-4055-bb3,210,CAD,249060,NGN,Maintenance and Repair Services n.i.e.,1186,210
2042668,2024-03-12,b3a0-4688-aac,120,CAD,142320,NGN,Health-Related,1186,120
2042670,2024-03-12,7194-4104-851,34,CAD,40324,NGN,Grants and Gifts,1186,34
2042672,2024-03-12,4d3f-49f6-8f9,1392,CAD,1650912,NGN,Health-Related,1186,1392
2042674,2024-03-12,50dc-4c49-a99,45,CAD,53370,NGN,Other Personal Services,1186,45
2042676,2024-03-12,9e30-4eca-b65,1598000,NGN,1333,CAD,School-Related,0.000834028,1333
2042677,2024-03-12,b157-4d8a-93c,4995000,NGN,4166,CAD,Deposits with/from Financial Institutions Abroad,0.000834028,4166
2042678,2024-03-12,f06a-4e10-99b,20,CAD,23720,NGN,eloka,1186,20
2042679,2024-03-12,43e5-43a2-bb7,38,CAD,45068,NGN,Grants and Gifts,1186,38
2042683,2024-03-12,06c6-4cde-a82,80000,NGN,67,CAD,Goods and Services,0.000834028,67
2042685,2024-03-12,a8ff-420d-892,20,CAD,23720,NGN,,1186,0
2042689,2024-03-12,78d5-4cc1-882,10,CAD,11860,NGN,Health-Related,1186,10
2042691,2024-03-12,da4e-41a4-94c,150,CAD,177900,NGN,School-Related,1186,150
2042692,2024-03-12,f243-4301-aed,50,CAD,59300,NGN,Grants and Gifts,1186,50
2042698,2024-03-12,f134-4e64-95b,10,CAD,11860,NGN,Grants and Gifts,1186,10
2042700,2024-03-12,bd5b-4a29-928,350,CAD,415100,NGN,Grants and Gifts,1186,350
2042703,2024-03-12,e8a5-462a-b88,100,CAD,118600,NGN,Other Personal Services,1186,100
2042705,2024-03-12,d7d3-48a0-ad7,16,CAD,18976,NGN,Other Personal Services,1186,16
2042706,2024-03-12,01c5-450e-98f,100,CAD,118600,NGN,Other Personal Services,1186,100
2042708,2024-03-12,2a7c-4c3f-951,410,CAD,486260,NGN,School-Related,1186,410
2042711,2024-03-12,5554-42e5-b11,785000,NGN,655,CAD,School-Related,0.000834028,655
2042712,2024-03-12,8027-49ef-81f,51,CAD,60486,NGN,School-Related,1186,51
2042714,2024-03-12,03f6-42a2-a12,216,CAD,256176,NGN,Health-Related,1186,216
2042716,2024-03-12,03f6-42a2-a12,10,CAD,11860,NGN,Health-Related,1186,10
2042719,2024-03-12,1d4c-4a30-a21,26,CAD,30836,NGN,Interest,1186,26
2042721,2024-03-12,9d9d-4c0c-9a4,140,CAD,166040,NGN,Grants and Gifts,1186,140
2042723,2024-03-12,8027-49ef-81f,51,CAD,60486,NGN,School-Related,1186,51
2042728,2024-03-12,8027-49ef-81f,34,CAD,40324,NGN,School-Related,1186,34
2042729,2024-03-12,0762-4bb5-902,202,CAD,149,USD,Grants and Gifts,0.7381,201
2042731,2024-03-12,d2a9-4b5e-a2a,30,CAD,35580,NGN,Goods and Services,1186,30
2042734,2024-03-12,65df-439a-afb,85,CAD,100810,NGN,Grants and Gifts,1186,85
2042736,2024-03-12,8c33-46d4-833,510,CAD,604860,NGN,Grants and Gifts,1186,510
2042737,2024-03-12,954b-404a-a6b,26500,NGN,22,CAD,Other Personal Services,0.000834028,22
2042738,2024-03-12,9d66-4568-878,100,CAD,118600,NGN,Grants and Gifts,1186,100
2042740,2024-03-12,dbd2-46c6-8f6,1000,CAD,1186000,NGN,Goods and Services,1186,1000
2042741,2024-03-12,d442-4702-93e,505,CAD,598930,NGN,Grants and Gifts,1186,505
2042743,2024-03-12,5d2f-40d2-adc,18,CAD,21348,NGN,Investment Income,1186,18
2042744,2024-03-12,03e2-43c0-83a,17,CAD,20162,NGN,Other Personal Services,1186,17
2042749,2024-03-12,94d5-42c5-899,1000,CAD,1186000,NGN,Grants and Gifts,1186,1000
2042751,2024-03-12,a1a3-43e9-b8c,96000,NGN,80,CAD,School-Related,0.000834028,80
2042752,2024-03-12,9082-4683-9c1,30,CAD,35580,NGN,Grants and Gifts,1186,30
2042753,2024-03-12,7e98-4e8c-bed,17,CAD,20162,NGN,School-Related,1186,17
2042754,2024-03-12,75a2-4504-864,300,CAD,355800,NGN,Passenger Fare,1186,300
2042756,2024-03-12,1b47-46e9-81d,17,CAD,20162,NGN,Other Personal Services,1186,17
2042762,2024-03-12,f06a-4e10-99b,11,CAD,13046,NGN,eloka,1186,11
2042764,2024-03-12,1b47-46e9-81d,26,CAD,30836,NGN,Grants and Gifts,1186,26
2042765,2024-03-12,3964-417a-8f6,14,CAD,16604,NGN,Interest,1186,14
2042766,2024-03-12,253e-4049-bc9,23,CAD,27278,NGN,Interest,1186,23
2042767,2024-03-12,d048-4168-913,1003000,NGN,837,CAD,Goods and Services,0.000834028,837
2042771,2024-03-12,b2ac-40eb-926,418000,NGN,349,CAD,Grants and Gifts,0.000834028,349
2042772,2024-03-12,3ebf-4a01-856,607,CAD,719902,NGN,Other Personal Services,1186,607
2042773,2024-03-12,571f-4033-9a4,98000,NGN,82,CAD,School-Related,0.000834028,82
2042774,2024-03-12,4da1-45de-bb3,10,CAD,11860,NGN,Grants and Gifts,1186,10
2042775,2024-03-12,702b-4d9e-a57,350,CAD,415100,NGN,Other Personal Services,1186,350
2042776,2024-03-12,5470-4be6-807,51,CAD,60486,NGN,School-Related,1186,51
2042778,2024-03-12,6d25-4d33-be1,170,CAD,201620,NGN,School-Related,1186,170
2042782,2024-03-12,2e3b-4a21-8df,135,CAD,160110,NGN,Grants and Gifts,1186,135
2042784,2024-03-12,3a8a-499a-bae,70,CAD,641,GHS,Other Personal Services,9.16,67
2042788,2024-03-12,5f66-439d-906,43,CAD,50998,NGN,Grants and Gifts,1186,43
2042792,2024-03-12,94d5-42c5-899,1000,CAD,1186000,NGN,Grants and Gifts,1186,1000
2042793,2024-03-12,6559-4a82-9d7,190,CAD,190,CAD,Debit Account,1,190
2042794,2024-03-12,d6a9-4a34-919,300000,NGN,250,CAD,Grants and Gifts,0.000834028,250
2042795,2024-03-12,3e25-459d-ae1,100,CAD,118600,NGN,School-Related,1186,100
2042797,2024-03-12,a45b-44cf-989,17,CAD,20162,NGN,School-Related,1186,17
2042798,2024-03-12,90f6-4438-935,100,CAD,118600,NGN,School-Related,1186,100
